0.0	11.25	105.32007972032
0.0	33.75	113.58427005459
0.0	56.25	133.4652649645
0.0	78.75	160.65083127421
0.0	101.25	188.72988668963
0.0	123.75	212.34442536867
0.0	146.25	229.05834925971
0.0	168.75	238.40270378563
0.0	191.25	240.80361200244
0.0	213.75	236.37370097663
0.0	236.25	224.89036561456
0.0	258.75	206.0317871454
0.0	281.25	180.70869475922
0.0	303.75	152.35555658458
0.0	326.25	126.83993494589
0.0	348.75	110.0552631032
0.1	11.25	97.439826560099
0.1	33.75	107.1206501583
0.1	56.25	129.90323955479
0.1	78.75	160.70368435164
0.1	101.25	191.7695545043
0.1	123.75	217.0013807466
0.1	146.25	234.20788826015
0.1	168.75	243.53926508093
0.1	191.25	245.87566260889
0.1	213.75	241.4314966741
0.1	236.25	229.74315004296
0.1	258.75	209.94569572256
0.1	281.25	182.33941938276
0.1	303.75	150.39036597377
0.1	326.25	121.19779962703
0.1	348.75	102.33482148956
0.2	11.25	86.312197330404
0.2	33.75	97.280867527301
0.2	56.25	123.91321457352
0.2	78.75	160.00749387464
0.2	101.25	195.37111515855
0.2	123.75	222.68081193433
0.2	146.25	240.33149657162
0.2	168.75	249.4943116938
0.2	191.25	251.69777135482
0.2	213.75	247.30326992246
0.2	236.25	235.5603586919
0.2	258.75	214.85096324807
0.2	281.25	184.61643864573
0.2	303.75	148.24613572879
0.2	326.25	114.3008033559
0.2	348.75	92.218249616968
0.3	11.25	70.356703381217
0.3	33.75	83.531676944639
0.3	56.25	115.85142757694
0.3	78.75	159.34234542024
0.3	101.25	200.24995719948
0.3	123.75	229.83525641959
0.3	146.25	247.64302831566
0.3	168.75	256.35613891867
0.3	191.25	258.32411376562
0.3	213.75	254.09298157274
0.3	236.25	242.53662162504
0.3	258.75	221.06057975
0.3	281.25	187.6439932171
0.3	303.75	145.2416605866
0.3	326.25	104.37983095323
0.3	348.75	77.444829290634
0.4	11.25	46.190570383765
0.4	33.75	63.201055889425
0.4	56.25	104.43929069846
0.4	78.75	159.45107661441
0.4	101.25	207.66678584206
0.4	123.75	239.25619081697
0.4	146.25	256.46550994248
0.4	168.75	264.2181790415
0.4	191.25	265.77553177299
0.4	213.75	261.85181278623
0.4	236.25	250.92794222665
0.4	258.75	229.21231731396
0.4	281.25	192.43768732788
0.4	303.75	141.68724294069
0.4	326.25	89.709876401415
0.4	348.75	54.690087577557
0.5	11.25	1.4755154866493
0.5	33.75	3.8268735555331
0.5	56.25	74.007473865431
