0.0	11.25	21.392554404553
0.0	33.75	21.712581992643
0.0	56.25	23.585922013107
0.0	78.75	26.276173411997
0.0	101.25	28.920429274772
0.0	123.75	31.005954902611
0.0	146.25	32.443975529804
0.0	168.75	33.313701783073
0.0	191.25	33.707839889972
0.0	213.75	33.68252062477
0.0	236.25	33.217588243393
0.0	258.75	32.204828464194
0.0	281.25	30.531857394972
0.0	303.75	28.147790774912
0.0	326.25	25.314207919483
0.0	348.75	22.766379531923
0.1	11.25	20.134433012642
0.1	33.75	20.516900596537
0.1	56.25	22.696565374944
0.1	78.75	25.782786254636
0.1	101.25	28.73814027792
0.1	123.75	30.99487165548
0.1	146.25	32.505225719098
0.1	168.75	33.400534020935
0.1	191.25	33.804313215969
0.1	213.75	33.783943618118
0.1	236.25	33.315147809131
0.1	258.75	32.268740593718
0.1	281.25	30.488918129
0.1	303.75	27.868701633573
0.1	326.25	24.662120890551
0.1	348.75	21.723094468865
0.2	11.25	18.59215932618
0.2	33.75	19.031705063897
0.2	56.25	21.629834324462
0.2	78.75	25.25807791814
0.2	101.25	28.601012368161
0.2	123.75	31.042389039574
0.2	146.25	32.615173747016
0.2	168.75	33.524842151957
0.2	191.25	33.933091090781
0.2	213.75	33.919626862004
0.2	236.25	33.456282296637
0.2	258.75	32.38917405976
0.2	281.25	30.507751877263
0.2	303.75	27.62167928908
0.2	326.25	23.947818824698
0.2	348.75	20.489510944105
0.3	11.25	16.550140240988
0.3	33.75	17.128451008951
0.3	56.25	20.359646037967
0.3	78.75	24.724277155792
0.3	101.25	28.540467446842
0.3	123.75	31.171006876111
0.3	146.25	32.786125454667
0.3	168.75	33.693187221999
0.3	191.25	34.098121897864
0.3	213.75	34.093819075177
0.3	236.25	33.647092149396
0.3	258.75	32.577547749319
0.3	281.25	30.605856045954
0.3	303.75	27.414068694205
0.3	326.25	23.110342769821
0.3	348.75	18.879835791669
0.4	11.25	13.731810596963
0.4	33.75	14.470938362543
0.4	56.25	18.724111395135
0.4	78.75	24.229315342946
0.4	101.25	28.631348361515
0.4	123.75	31.421922604955
0.4	146.25	33.03691113824
0.4	168.75	33.914768891143
0.4	191.25	34.306029844549
0.4	213.75	34.314192223213
0.4	236.25	33.90176553578
0.4	258.75	32.863293014765
0.4	281.25	30.841461656102
0.4	303.75	27.334164754676
0.4	326.25	22.206037064062
0.4	348.75	16.782326563622
0.5	11.25	7.912798385669
0.5	33.75	9.0187195360822
0.5	56.25	16.112554706029
0.5	78.75	23.894787463987
0.5	101.25	28.953275893508
0.5	123.75	31.832921438957
0.5	146.25	33.385523554856
0.5	168.75	34.198777251075
0.5	191.25	34.562439466098
0.5	213.75	34.586561298644
0.5	236.25	34.230896288525
0.5	258.75	33.271972457529
0.5	281.25	31.277563561091
0.5	303.75	27.508150408183
0.5	326.25	21.234511868678
0.5	348.75	12.477709333552
0.6	11.25	8.6349588879799
0.6	33.75	8.3301529395154
0.6	56.25	10.895942596219
0.6	78.75	22.205171990495
0.6	101.25	29.486979763177
0.6	123.75	32.417492617095
0.6	146.25	33.837850716342
